id_badania,nazwa,opis
1790,Test alergiczny,Standardowe badanie diagnostyczne.
1791,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1792,Badanie moczu,Stosowane w diagnostyce przewlekłych chorób.
1793,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1794,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
1795,Echo serca,Wymaga przygotowania na czczo.
1796,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
1797,Badanie tarczycy,Pomiar funkcji narządów wewnętrznych.
1798,Spirometria,Wymaga przygotowania na czczo.
1799,Audiometria,Wymaga przygotowania na czczo.
1800,Badanie moczu,Ocena stanu układu krążenia.
1801,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1802,Badanie tarczycy,Standardowe badanie diagnostyczne.
1803,Test alergiczny,Zalecane przy podejrzeniu infekcji.
1804,Badanie kału,Standardowe badanie diagnostyczne.
1805,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1806,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
1807,Cytologia,Wymaga przygotowania na czczo.
1808,Spirometria,Ocena stanu układu krążenia.
1809,Morfologia krwi,Nieinwazyjne i bezbolesne.
1810,Holter EKG,Nieinwazyjne i bezbolesne.
1811,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
1812,Cytologia,Wyniki dostępne w ciągu 24 godzin.
1813,Tomografia komputerowa,Standardowe badanie diagnostyczne.
1814,Test alergiczny,Zalecane przy podejrzeniu infekcji.
1815,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
1816,Badanie kału,Zalecane przy podejrzeniu infekcji.
1817,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1818,Audiometria,Pomiar funkcji narządów wewnętrznych.
1819,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
1820,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1821,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1822,USG jamy brzusznej,Standardowe badanie diagnostyczne.
1823,RTG klatki piersiowej,Wskazanie do wykonania w ramach profilaktyki.
1824,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
1825,Badanie okulistyczne,Wyniki dostępne w ciągu 24 godzin.
1826,EKG,Stosowane w diagnostyce przewlekłych chorób.
1827,Badanie moczu,Nieinwazyjne i bezbolesne.
1828,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1829,Test PCR,Wymaga przygotowania na czczo.
1830,Holter EKG,Zalecane przy podejrzeniu infekcji.
1831,RTG klatki piersiowej,Stosowane w diagnostyce przewlekłych chorób.
1832,Echo serca,Stosowane w diagnostyce przewlekłych chorób.
1833,Gastroskopia,Zalecane przy podejrzeniu infekcji.
1834,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
1835,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
1836,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
1837,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
1838,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
1839,Echo serca,Nieinwazyjne i bezbolesne.
1840,Audiometria,Ocena stanu układu krążenia.
1841,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
1842,Lipidogram,Wymaga przygotowania na czczo.
1843,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1844,Cytologia,Zalecane przy podejrzeniu infekcji.
1845,Echo serca,Wyniki dostępne w ciągu 24 godzin.
1846,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
1847,Gastroskopia,Standardowe badanie diagnostyczne.
1848,Test alergiczny,Wymaga przygotowania na czczo.
1849,Tomografia komputerowa,Ocena stanu układu krążenia.
1850,EKG,Zalecane przy podejrzeniu infekcji.
1851,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1852,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1853,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1854,Badanie poziomu cukru,Badanie obrazowe wysokiej rozdzielczości.
1855,Lipidogram,Zalecane przy podejrzeniu infekcji.
1856,Badanie okulistyczne,Ocena stanu układu krążenia.
1857,Badanie moczu,Standardowe badanie diagnostyczne.
1858,Echo serca,Standardowe badanie diagnostyczne.
1859,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
1860,Badanie poziomu cukru,Wskazanie do wykonania w ramach profilaktyki.
1861,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1862,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1863,Test PCR,Standardowe badanie diagnostyczne.
1864,RTG klatki piersiowej,Stosowane w diagnostyce przewlekłych chorób.
1865,Kolonoskopia,Wymaga przygotowania na czczo.
1866,Badanie poziomu cukru,Ocena stanu układu krążenia.
1867,Audiometria,Nieinwazyjne i bezbolesne.
1868,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
1869,Cytologia,Wymaga przygotowania na czczo.
1870,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1871,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1872,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1873,Badanie tarczycy,Wskazanie do wykonania w ramach profilaktyki.
1874,Badanie poziomu witaminy D,Pomiar funkcji narządów wewnętrznych.
1875,Morfologia krwi,Standardowe badanie diagnostyczne.
1876,EKG,Wskazanie do wykonania w ramach profilaktyki.
1877,Badanie kału,Nieinwazyjne i bezbolesne.
1878,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
1879,Morfologia krwi,Standardowe badanie diagnostyczne.
1880,Badanie tarczycy,Wymaga przygotowania na czczo.
1881,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
1882,USG jamy brzusznej,Wymaga przygotowania na czczo.
1883,Test PCR,Standardowe badanie diagnostyczne.
1884,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
1885,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1886,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
1887,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
1888,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1889,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
1890,Echo serca,Zalecane przy podejrzeniu infekcji.
1891,Badanie przeciwciał,Ocena stanu układu krążenia.
1892,Echo serca,Nieinwazyjne i bezbolesne.
1893,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1894,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
1895,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
1896,Audiometria,Ocena stanu układu krążenia.
1897,EKG,Wskazanie do wykonania w ramach profilaktyki.
1898,EKG,Stosowane w diagnostyce przewlekłych chorób.
1899,Tomografia komputerowa,Badanie obrazowe wysokiej rozdzielczości.
1900,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1901,Morfologia krwi,Wskazanie do wykonania w ramach profilaktyki.
1902,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1903,Badanie kału,Ocena stanu układu krążenia.
1904,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1905,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
1906,Gastroskopia,Nieinwazyjne i bezbolesne.
1907,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
1908,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
1909,Badanie przeciwciał,Ocena stanu układu krążenia.
1910,Morfologia krwi,Nieinwazyjne i bezbolesne.
1911,Kolonoskopia,Nieinwazyjne i bezbolesne.
1912,Badanie moczu,Stosowane w diagnostyce przewlekłych chorób.
1913,Test alergiczny,Zalecane przy podejrzeniu infekcji.
1914,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1915,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1916,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1917,Echo serca,Nieinwazyjne i bezbolesne.
1918,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1919,Morfologia krwi,Wymaga przygotowania na czczo.
1920,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1921,Lipidogram,Pomiar funkcji narządów wewnętrznych.
1922,Kolonoskopia,Zalecane przy podejrzeniu infekcji.
1923,Badanie kału,Nieinwazyjne i bezbolesne.
1924,Echo serca,Ocena stanu układu krążenia.
1925,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1926,Badanie poziomu witaminy D,Wyniki dostępne w ciągu 24 godzin.
1927,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
1928,Morfologia krwi,Nieinwazyjne i bezbolesne.
1929,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1930,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1931,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
1932,Cytologia,Zalecane przy podejrzeniu infekcji.
1933,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
1934,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
1935,EKG,Stosowane w diagnostyce przewlekłych chorób.
1936,Badanie hormonalne,Zalecane przy podejrzeniu infekcji.
1937,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
1938,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
1939,Tomografia komputerowa,Ocena stanu układu krążenia.
1940,Holter EKG,Ocena stanu układu krążenia.
1941,Test PCR,Wyniki dostępne w ciągu 24 godzin.
1942,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
1943,Holter EKG,Ocena stanu układu krążenia.
1944,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1945,Holter EKG,Ocena stanu układu krążenia.
1946,Spirometria,Ocena stanu układu krążenia.
1947,Rezonans magnetyczny,Wymaga przygotowania na czczo.
1948,Badanie tarczycy,Ocena stanu układu krążenia.
1949,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1950,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1951,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1952,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1953,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1954,Audiometria,Wymaga przygotowania na czczo.
1955,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
1956,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
1957,EKG,Stosowane w diagnostyce przewlekłych chorób.
1958,RTG klatki piersiowej,Wskazanie do wykonania w ramach profilaktyki.
1959,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
1960,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
1961,USG jamy brzusznej,Ocena stanu układu krążenia.
1962,Gastroskopia,Standardowe badanie diagnostyczne.
1963,RTG klatki piersiowej,Ocena stanu układu krążenia.
1964,Test obciążenia glukozą,Badanie obrazowe wysokiej rozdzielczości.
1965,Test PCR,Wymaga przygotowania na czczo.
1966,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1967,Audiometria,Nieinwazyjne i bezbolesne.
1968,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
1969,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
1970,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1971,Spirometria,Ocena stanu układu krążenia.
1972,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1973,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
1974,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1975,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1976,Spirometria,Ocena stanu układu krążenia.
1977,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
1978,Lipidogram,Nieinwazyjne i bezbolesne.
1979,Rezonans magnetyczny,Standardowe badanie diagnostyczne.
1980,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1981,Tomografia komputerowa,Wymaga przygotowania na czczo.
1982,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
1983,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1984,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1985,Kolonoskopia,Standardowe badanie diagnostyczne.
1986,Badanie moczu,Wymaga przygotowania na czczo.
1987,Morfologia krwi,Standardowe badanie diagnostyczne.
1988,Morfologia krwi,Standardowe badanie diagnostyczne.
1989,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1990,Badanie poziomu cukru,Wymaga przygotowania na czczo.
1991,Gastroskopia,Ocena stanu układu krążenia.
1992,Badanie tarczycy,Wymaga przygotowania na czczo.
1993,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
1994,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1995,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1996,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1997,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
1998,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
1999,Test alergiczny,Zalecane przy podejrzeniu infekcji.
2000,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
2001,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
2002,USG jamy brzusznej,Ocena stanu układu krążenia.
2003,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
2004,Badanie kału,Nieinwazyjne i bezbolesne.
2005,Badanie hormonalne,Wskazanie do wykonania w ramach profilaktyki.
2006,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
2007,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
2008,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
2009,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
2010,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
2011,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
2012,RTG klatki piersiowej,Ocena stanu układu krążenia.
2013,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
2014,Audiometria,Pomiar funkcji narządów wewnętrznych.
2015,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
2016,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
2017,Lipidogram,Wskazanie do wykonania w ramach profilaktyki.
2018,Test alergiczny,Ocena stanu układu krążenia.
2019,Badanie kału,Standardowe badanie diagnostyczne.
2020,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
2021,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
2022,Spirometria,Wyniki dostępne w ciągu 24 godzin.
2023,Badanie hormonalne,Wymaga przygotowania na czczo.
2024,Badanie kału,Ocena stanu układu krążenia.
2025,EKG,Zalecane przy podejrzeniu infekcji.
2026,Audiometria,Wymaga przygotowania na czczo.
2027,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
2028,EKG,Badanie obrazowe wysokiej rozdzielczości.
2029,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
2030,USG jamy brzusznej,Stosowane w diagnostyce przewlekłych chorób.
2031,Holter EKG,Pomiar funkcji narządów wewnętrznych.
2032,Badanie okulistyczne,Wyniki dostępne w ciągu 24 godzin.
2033,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
2034,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
2035,Gastroskopia,Nieinwazyjne i bezbolesne.
2036,Morfologia krwi,Wymaga przygotowania na czczo.
2037,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
2038,Badanie hormonalne,Standardowe badanie diagnostyczne.
2039,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
2040,Badanie moczu,Pomiar funkcji narządów wewnętrznych.
2041,Test PCR,Wymaga przygotowania na czczo.
2042,Test alergiczny,Ocena stanu układu krążenia.
2043,Lipidogram,Standardowe badanie diagnostyczne.
2044,Badanie tarczycy,Pomiar funkcji narządów wewnętrznych.
2045,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
2046,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
2047,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
2048,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
2049,Badanie poziomu cukru,Ocena stanu układu krążenia.
2050,Badanie tarczycy,Nieinwazyjne i bezbolesne.
2051,Badanie okulistyczne,Standardowe badanie diagnostyczne.
2052,EKG,Standardowe badanie diagnostyczne.
2053,Holter EKG,Nieinwazyjne i bezbolesne.
2054,Test alergiczny,Standardowe badanie diagnostyczne.
2055,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
2056,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
2057,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
2058,Badanie przeciwciał,Wymaga przygotowania na czczo.
2059,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
2060,Badanie poziomu witaminy D,Wyniki dostępne w ciągu 24 godzin.
2061,Morfologia krwi,Nieinwazyjne i bezbolesne.
2062,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
2063,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
2064,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
2065,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
2066,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
2067,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
2068,Badanie kału,Pomiar funkcji narządów wewnętrznych.
2069,Badanie przeciwciał,Wymaga przygotowania na czczo.
2070,Lipidogram,Wyniki dostępne w ciągu 24 godzin.
2071,Tomografia komputerowa,Wymaga przygotowania na czczo.
2072,Cytologia,Wskazanie do wykonania w ramach profilaktyki.
2073,Morfologia krwi,Standardowe badanie diagnostyczne.
2074,Gastroskopia,Zalecane przy podejrzeniu infekcji.
2075,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
2076,EKG,Badanie obrazowe wysokiej rozdzielczości.
2077,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
2078,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
2079,EKG,Badanie obrazowe wysokiej rozdzielczości.
2080,EKG,Ocena stanu układu krążenia.
2081,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
2082,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
2083,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
2084,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
2085,Badanie hormonalne,Ocena stanu układu krążenia.
2086,EKG,Standardowe badanie diagnostyczne.
2087,RTG klatki piersiowej,Wskazanie do wykonania w ramach profilaktyki.
2088,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
2089,Badanie kału,Standardowe badanie diagnostyczne.
2090,Test alergiczny,Ocena stanu układu krążenia.
2091,Lipidogram,Standardowe badanie diagnostyczne.
2092,RTG klatki piersiowej,Zalecane przy podejrzeniu infekcji.
2093,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
2094,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
2095,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
2096,USG jamy brzusznej,Standardowe badanie diagnostyczne.
2097,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
2098,Badanie moczu,Nieinwazyjne i bezbolesne.
2099,Test obciążenia glukozą,Ocena stanu układu krążenia.
2100,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
2101,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
2102,Morfologia krwi,Wyniki dostępne w ciągu 24 godzin.
2103,Holter EKG,Pomiar funkcji narządów wewnętrznych.
2104,Morfologia krwi,Wskazanie do wykonania w ramach profilaktyki.
2105,Audiometria,Ocena stanu układu krążenia.
2106,Lipidogram,Pomiar funkcji narządów wewnętrznych.
2107,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
2108,Gastroskopia,Ocena stanu układu krążenia.
2109,Audiometria,Standardowe badanie diagnostyczne.
2110,Gastroskopia,Nieinwazyjne i bezbolesne.
2111,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
2112,Lipidogram,Wymaga przygotowania na czczo.
2113,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
2114,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
2115,EKG,Stosowane w diagnostyce przewlekłych chorób.
2116,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
2117,Badanie kału,Standardowe badanie diagnostyczne.
2118,Cytologia,Wskazanie do wykonania w ramach profilaktyki.
2119,Audiometria,Wymaga przygotowania na czczo.
2120,Audiometria,Wyniki dostępne w ciągu 24 godzin.
2121,Echo serca,Nieinwazyjne i bezbolesne.
2122,Test alergiczny,Wymaga przygotowania na czczo.
2123,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
2124,Lipidogram,Zalecane przy podejrzeniu infekcji.
2125,Echo serca,Ocena stanu układu krążenia.
2126,Holter EKG,Nieinwazyjne i bezbolesne.
2127,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
2128,Test PCR,Zalecane przy podejrzeniu infekcji.
2129,Audiometria,Nieinwazyjne i bezbolesne.
2130,Badanie tarczycy,Nieinwazyjne i bezbolesne.
2131,Badanie poziomu cukru,Wskazanie do wykonania w ramach profilaktyki.
2132,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
2133,Badanie poziomu cukru,Ocena stanu układu krążenia.
2134,Badanie okulistyczne,Ocena stanu układu krążenia.
2135,Cytologia,Ocena stanu układu krążenia.
2136,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
2137,Test alergiczny,Zalecane przy podejrzeniu infekcji.
2138,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
2139,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
2140,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
2141,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
2142,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
2143,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
2144,Badanie hormonalne,Nieinwazyjne i bezbolesne.
2145,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
2146,Badanie przeciwciał,Wymaga przygotowania na czczo.
2147,Cytologia,Standardowe badanie diagnostyczne.
2148,RTG klatki piersiowej,Ocena stanu układu krążenia.
2149,EKG,Badanie obrazowe wysokiej rozdzielczości.
2150,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
2151,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
2152,Gastroskopia,Nieinwazyjne i bezbolesne.
2153,Rezonans magnetyczny,Wymaga przygotowania na czczo.
2154,Kolonoskopia,Wyniki dostępne w ciągu 24 godzin.
2155,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
2156,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
2157,Audiometria,Ocena stanu układu krążenia.
2158,Audiometria,Ocena stanu układu krążenia.
2159,Holter EKG,Nieinwazyjne i bezbolesne.
2160,EKG,Nieinwazyjne i bezbolesne.
2161,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
2162,Badanie przeciwciał,Ocena stanu układu krążenia.
2163,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
2164,Audiometria,Pomiar funkcji narządów wewnętrznych.
2165,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
2166,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
2167,Tomografia komputerowa,Standardowe badanie diagnostyczne.
2168,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
2169,Gastroskopia,Zalecane przy podejrzeniu infekcji.
2170,Test PCR,Zalecane przy podejrzeniu infekcji.
2171,EKG,Stosowane w diagnostyce przewlekłych chorób.
2172,Echo serca,Wymaga przygotowania na czczo.
2173,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
2174,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
2175,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
2176,Badanie kału,Standardowe badanie diagnostyczne.
2177,Badanie hormonalne,Ocena stanu układu krążenia.
2178,Badanie kału,Wyniki dostępne w ciągu 24 godzin.
2179,Badanie kału,Pomiar funkcji narządów wewnętrznych.
2180,Badanie hormonalne,Stosowane w diagnostyce przewlekłych chorób.
2181,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
2182,Spirometria,Nieinwazyjne i bezbolesne.
2183,Audiometria,Zalecane przy podejrzeniu infekcji.
2184,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
2185,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
2186,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
2187,Morfologia krwi,Ocena stanu układu krążenia.
2188,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
2189,Test PCR,Standardowe badanie diagnostyczne.
2190,Cytologia,Zalecane przy podejrzeniu infekcji.
2191,EKG,Standardowe badanie diagnostyczne.
2192,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
2193,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
2194,Gastroskopia,Wymaga przygotowania na czczo.
2195,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
2196,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
2197,Badanie kału,Standardowe badanie diagnostyczne.
2198,EKG,Ocena stanu układu krążenia.
2199,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
2200,Badanie poziomu witaminy D,Badanie obrazowe wysokiej rozdzielczości.
2201,Lipidogram,Standardowe badanie diagnostyczne.
2202,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
2203,Rezonans magnetyczny,Zalecane przy podejrzeniu infekcji.
2204,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
2205,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
2206,RTG klatki piersiowej,Wymaga przygotowania na czczo.
2207,Tomografia komputerowa,Standardowe badanie diagnostyczne.
2208,Badanie okulistyczne,Wymaga przygotowania na czczo.
2209,EKG,Stosowane w diagnostyce przewlekłych chorób.
2210,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
2211,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
2212,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
2213,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
2214,Test alergiczny,Standardowe badanie diagnostyczne.
2215,Morfologia krwi,Wymaga przygotowania na czczo.
2216,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
2217,EKG,Wymaga przygotowania na czczo.
2218,EKG,Wskazanie do wykonania w ramach profilaktyki.
2219,Audiometria,Zalecane przy podejrzeniu infekcji.
2220,Test obciążenia glukozą,Wskazanie do wykonania w ramach profilaktyki.
2221,Test PCR,Badanie obrazowe wysokiej rozdzielczości.
2222,Lipidogram,Standardowe badanie diagnostyczne.
2223,Test PCR,Zalecane przy podejrzeniu infekcji.
2224,Badanie przeciwciał,Ocena stanu układu krążenia.
2225,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
2226,Badanie hormonalne,Stosowane w diagnostyce przewlekłych chorób.
2227,Test PCR,Standardowe badanie diagnostyczne.
2228,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
2229,Test alergiczny,Zalecane przy podejrzeniu infekcji.
2230,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
2231,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
