id_diagnozy,nazwa,opis
435,Zawał serca,"Przebieg łagodny, leczenie objawowe."
436,Alergia sezonowa,"Ryzyko nawrotu choroby, zachować ostrożność."
437,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
438,Borelioza,Zalecana konsultacja specjalistyczna.
439,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
440,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
441,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
442,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
443,Cukrzyca typu 2,Wskazane badania kontrolne za 2 tygodnie.
444,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
445,Zapalenie gardła,Zalecana zmiana stylu życia i diety.
446,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
447,Nowotwór płuc,Zalecane leczenie farmakologiczne.
448,Choroba refluksowa,Wskazane badania kontrolne za 2 tygodnie.
449,Zapalenie oskrzeli,Stosować leki zgodnie z zaleceniami.
450,Niedoczynność tarczycy,Leczenie szpitalne nie jest wymagane.
451,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
452,Zapalenie gardła,Wymaga dalszej diagnostyki.
453,Osteoporoza,Konieczność obserwacji w warunkach domowych.
454,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
455,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
456,Borelioza,Zalecana konsultacja specjalistyczna.
457,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
458,COVID-19,Konieczność obserwacji w warunkach domowych.
459,Migrena,Stosować leki zgodnie z zaleceniami.
460,Cukrzyca typu 2,"Ryzyko nawrotu choroby, zachować ostrożność."
461,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
462,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
463,Choroba refluksowa,"Ryzyko nawrotu choroby, zachować ostrożność."
464,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
465,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
466,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
467,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
468,Osteoporoza,Leczenie szpitalne nie jest wymagane.
469,Choroba refluksowa,Zalecane leczenie farmakologiczne.
470,Depresja,Stosować leki zgodnie z zaleceniami.
471,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
472,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
473,Zapalenie zatok,"Ryzyko nawrotu choroby, zachować ostrożność."
474,Zawał serca,Konieczność obserwacji w warunkach domowych.
475,Osteoporoza,Zalecana konsultacja specjalistyczna.
476,Osteoporoza,Zalecana zmiana stylu życia i diety.
477,Choroba refluksowa,Wskazane badania kontrolne za 2 tygodnie.
478,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
479,Angina,"Przebieg łagodny, leczenie objawowe."
480,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
481,Grypa,Konieczność obserwacji w warunkach domowych.
482,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
483,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
484,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
485,Osteoporoza,Zalecana zmiana stylu życia i diety.
486,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
487,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
488,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
489,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
490,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
491,Grypa,Wymaga dalszej diagnostyki.
492,Borelioza,"Przebieg łagodny, leczenie objawowe."
493,Zapalenie zatok,"Przebieg łagodny, leczenie objawowe."
494,Depresja,Zalecana konsultacja specjalistyczna.
495,Zespół jelita drażliwego,Zalecana zmiana stylu życia i diety.
496,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
497,Zapalenie ucha środkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
498,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
499,Grypa,Leczenie szpitalne nie jest wymagane.
500,Depresja,"Przebieg łagodny, leczenie objawowe."
501,Zapalenie płuc,Zalecane leczenie farmakologiczne.
502,Niedoczynność tarczycy,Wymaga dalszej diagnostyki.
503,Borelioza,Leczenie szpitalne nie jest wymagane.
504,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
505,Nadciśnienie,Zalecane leczenie farmakologiczne.
506,Zawał serca,Zalecana zmiana stylu życia i diety.
507,Anemia,"Przebieg łagodny, leczenie objawowe."
508,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
509,Anemia,"Przebieg łagodny, leczenie objawowe."
510,Nowotwór piersi,Zalecana konsultacja specjalistyczna.
511,Zapalenie oskrzeli,Zalecana zmiana stylu życia i diety.
512,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
513,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
514,Egzema,Wymaga dalszej diagnostyki.
515,Reumatoidalne zapalenie stawów,Leczenie szpitalne nie jest wymagane.
516,Zapalenie zatok,Zalecane leczenie farmakologiczne.
517,COVID-19,"Przebieg łagodny, leczenie objawowe."
518,Anemia,Zalecana zmiana stylu życia i diety.
519,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
520,Migrena,Leczenie szpitalne nie jest wymagane.
521,Astma,Stosować leki zgodnie z zaleceniami.
522,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
523,Nowotwór płuc,Wymaga dalszej diagnostyki.
524,Zawał serca,Wymaga dalszej diagnostyki.
525,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
526,Migrena,Leczenie szpitalne nie jest wymagane.
527,COVID-19,Zalecana zmiana stylu życia i diety.
528,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
529,Grypa,Zalecana zmiana stylu życia i diety.
530,Zapalenie wątroby typu A,Wymaga dalszej diagnostyki.
531,Zawał serca,"Przebieg łagodny, leczenie objawowe."
532,Nowotwór piersi,Zalecane leczenie farmakologiczne.
533,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
534,Zespół jelita drażliwego,"Ryzyko nawrotu choroby, zachować ostrożność."
535,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
536,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
537,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
538,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
539,Anemia,Stosować leki zgodnie z zaleceniami.
540,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
541,Zapalenie zatok,"Ryzyko nawrotu choroby, zachować ostrożność."
542,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
543,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
544,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
545,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
546,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
547,Cukrzyca typu 2,Wskazane badania kontrolne za 2 tygodnie.
548,Zapalenie zatok,Wymaga dalszej diagnostyki.
549,Zawał serca,Stosować leki zgodnie z zaleceniami.
550,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
551,Migrena,"Przebieg łagodny, leczenie objawowe."
552,COVID-19,Konieczność obserwacji w warunkach domowych.
553,Zapalenie zatok,Stosować leki zgodnie z zaleceniami.
554,Nowotwór płuc,Wymaga dalszej diagnostyki.
555,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
556,COVID-19,Zalecana zmiana stylu życia i diety.
557,Osteoporoza,Stosować leki zgodnie z zaleceniami.
558,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
559,Niedoczynność tarczycy,Zalecana konsultacja specjalistyczna.
560,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
561,Zapalenie pęcherza,Stosować leki zgodnie z zaleceniami.
562,Nowotwór płuc,Zalecana zmiana stylu życia i diety.
563,Zapalenie spojówek,Konieczność obserwacji w warunkach domowych.
564,Depresja,Konieczność obserwacji w warunkach domowych.
565,Nowotwór płuc,Konieczność obserwacji w warunkach domowych.
566,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
567,Zapalenie zatok,Stosować leki zgodnie z zaleceniami.
568,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
569,Zawał serca,Konieczność obserwacji w warunkach domowych.
570,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
571,Niedoczynność tarczycy,Wskazane badania kontrolne za 2 tygodnie.
572,Grypa,Wskazane badania kontrolne za 2 tygodnie.
573,Astma,Wskazane badania kontrolne za 2 tygodnie.
574,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
575,Nowotwór piersi,Konieczność obserwacji w warunkach domowych.
576,Angina,"Przebieg łagodny, leczenie objawowe."
577,COVID-19,Konieczność obserwacji w warunkach domowych.
578,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
579,Angina,Stosować leki zgodnie z zaleceniami.
580,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
581,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
582,Egzema,"Przebieg łagodny, leczenie objawowe."
583,Zawał serca,Konieczność obserwacji w warunkach domowych.
584,Migrena,Wymaga dalszej diagnostyki.
585,Anemia,Zalecana konsultacja specjalistyczna.
586,Kamica nerkowa,"Ryzyko nawrotu choroby, zachować ostrożność."
587,Nowotwór płuc,Zalecane leczenie farmakologiczne.
588,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
589,Anemia,Konieczność obserwacji w warunkach domowych.
590,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
591,Migrena,Zalecane leczenie farmakologiczne.
592,Borelioza,Konieczność obserwacji w warunkach domowych.
593,Zapalenie płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
594,Choroba refluksowa,Wymaga dalszej diagnostyki.
595,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
596,Cukrzyca typu 2,Stosować leki zgodnie z zaleceniami.
597,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
598,Osteoporoza,Zalecana zmiana stylu życia i diety.
599,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
600,Egzema,Leczenie szpitalne nie jest wymagane.
601,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
602,Anemia,Stosować leki zgodnie z zaleceniami.
603,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
604,Choroba refluksowa,Zalecane leczenie farmakologiczne.
605,Reumatoidalne zapalenie stawów,Wymaga dalszej diagnostyki.
606,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
607,Zawał serca,"Przebieg łagodny, leczenie objawowe."
608,Alergia sezonowa,Stosować leki zgodnie z zaleceniami.
609,Nowotwór piersi,"Przebieg łagodny, leczenie objawowe."
610,Nowotwór piersi,Stosować leki zgodnie z zaleceniami.
611,Borelioza,"Przebieg łagodny, leczenie objawowe."
612,Choroba wieńcowa,Konieczność obserwacji w warunkach domowych.
613,Angina,Zalecana konsultacja specjalistyczna.
614,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
615,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
616,Atopowe zapalenie skóry,Zalecane leczenie farmakologiczne.
617,Astma,Leczenie szpitalne nie jest wymagane.
618,Zapalenie płuc,Zalecane leczenie farmakologiczne.
619,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
620,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
621,Atopowe zapalenie skóry,Konieczność obserwacji w warunkach domowych.
622,Borelioza,Wymaga dalszej diagnostyki.
623,Cukrzyca typu 2,Zalecana zmiana stylu życia i diety.
624,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
625,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
626,Zapalenie pęcherza,Leczenie szpitalne nie jest wymagane.
627,Nadciśnienie,Zalecana zmiana stylu życia i diety.
628,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
629,Egzema,Wymaga dalszej diagnostyki.
630,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
631,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
632,Osteoporoza,Stosować leki zgodnie z zaleceniami.
633,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
634,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
635,Zapalenie wątroby typu A,Zalecane leczenie farmakologiczne.
636,Niedoczynność tarczycy,Zalecana zmiana stylu życia i diety.
637,Choroba refluksowa,Zalecane leczenie farmakologiczne.
638,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
639,Grypa,"Przebieg łagodny, leczenie objawowe."
640,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
641,Osteoporoza,Konieczność obserwacji w warunkach domowych.
642,Depresja,Zalecana zmiana stylu życia i diety.
643,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
644,Nowotwór piersi,"Przebieg łagodny, leczenie objawowe."
645,Zapalenie ucha środkowego,Zalecana zmiana stylu życia i diety.
646,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
647,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
648,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
649,Migrena,Zalecane leczenie farmakologiczne.
650,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
651,Zapalenie ucha środkowego,Wymaga dalszej diagnostyki.
652,Kamica nerkowa,Stosować leki zgodnie z zaleceniami.
653,Depresja,"Przebieg łagodny, leczenie objawowe."
654,Egzema,Konieczność obserwacji w warunkach domowych.
655,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
656,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
657,COVID-19,Stosować leki zgodnie z zaleceniami.
658,Angina,Zalecana konsultacja specjalistyczna.
659,Zawał serca,Wymaga dalszej diagnostyki.
660,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
661,Zawał serca,"Przebieg łagodny, leczenie objawowe."
662,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
663,Zawał serca,"Ryzyko nawrotu choroby, zachować ostrożność."
664,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
665,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
666,Zapalenie gardła,Wymaga dalszej diagnostyki.
667,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
668,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
669,COVID-19,Wymaga dalszej diagnostyki.
670,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
671,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
672,Zapalenie spojówek,"Przebieg łagodny, leczenie objawowe."
673,COVID-19,Wymaga dalszej diagnostyki.
674,Zapalenie płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
675,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
676,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
677,Angina,Zalecane leczenie farmakologiczne.
678,Zespół napięcia przedmiesiączkowego,Wskazane badania kontrolne za 2 tygodnie.
679,Niedoczynność tarczycy,Wymaga dalszej diagnostyki.
680,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
681,Zapalenie zatok,Wymaga dalszej diagnostyki.
682,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
683,Depresja,Wymaga dalszej diagnostyki.
684,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
685,Angina,Konieczność obserwacji w warunkach domowych.
686,Kamica nerkowa,Zalecane leczenie farmakologiczne.
687,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
688,Alergia sezonowa,Zalecana zmiana stylu życia i diety.
689,Grypa,Zalecana konsultacja specjalistyczna.
690,Osteoporoza,Zalecana konsultacja specjalistyczna.
691,Nowotwór płuc,Zalecane leczenie farmakologiczne.
692,Astma,Zalecana zmiana stylu życia i diety.
693,COVID-19,Konieczność obserwacji w warunkach domowych.
694,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
695,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
696,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
697,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
698,Osteoporoza,Zalecana konsultacja specjalistyczna.
699,Zapalenie płuc,Wymaga dalszej diagnostyki.
700,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
701,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
702,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
703,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
704,Kamica nerkowa,Zalecane leczenie farmakologiczne.
705,Angina,Stosować leki zgodnie z zaleceniami.
706,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
707,Zapalenie oskrzeli,Zalecana konsultacja specjalistyczna.
708,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
709,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
710,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
711,Migrena,Zalecane leczenie farmakologiczne.
712,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
713,Nadciśnienie,Wskazane badania kontrolne za 2 tygodnie.
714,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
715,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
716,Zapalenie spojówek,Leczenie szpitalne nie jest wymagane.
717,Zawał serca,Zalecana konsultacja specjalistyczna.
718,Grypa,Konieczność obserwacji w warunkach domowych.
719,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
720,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
721,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
722,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
723,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
724,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
725,Egzema,Zalecana konsultacja specjalistyczna.
726,Depresja,Leczenie szpitalne nie jest wymagane.
727,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
728,Depresja,Wymaga dalszej diagnostyki.
729,Migrena,Wskazane badania kontrolne za 2 tygodnie.
730,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
731,Migrena,"Przebieg łagodny, leczenie objawowe."
732,Depresja,Konieczność obserwacji w warunkach domowych.
733,Alergia sezonowa,Konieczność obserwacji w warunkach domowych.
734,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
735,Zespół jelita drażliwego,Zalecana konsultacja specjalistyczna.
736,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
737,Zapalenie płuc,Zalecana konsultacja specjalistyczna.
738,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
739,Astma,"Przebieg łagodny, leczenie objawowe."
740,Alergia sezonowa,Zalecane leczenie farmakologiczne.
741,Osteoporoza,Zalecane leczenie farmakologiczne.
742,Anemia,Zalecana konsultacja specjalistyczna.
743,Niedoczynność tarczycy,Stosować leki zgodnie z zaleceniami.
744,Grypa,Zalecana zmiana stylu życia i diety.
745,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
746,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
747,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
